"n_interactions","queryItem"
0,"OPN1LW"
0,"OPN1MW"
0,"OPN1MW2"
0,"OR13H1"
0,"PLS3"
1,"RAP2C"
0,"RBMXL3"
6,"TAF1"
0,"TEX11"
0,"TEX28"
1,"TFDP3"
0,"TMEM187"
1,"USP26"
15,"ACTL6A"
0,"ACTRT3"
0,"CCDC50"
1,"CLDN1"
0,"CLDN11"
0,"CLDN16"
7,"ECT2"
1,"EIF5A2"
0,"FNDC3B"
4,"GHSR"
15,"GNB4"
0,"GPR160"
2,"IL1RAP"
2,"KCNMB2"
1,"KCNMB3"
0,"LRRC31"
0,"LRRC34"
6,"MECOM"
2,"MFN1"
1,"MRPL47"
0,"MYNN"
0,"NCEH1"
1,"NDUFB5"
1,"NLGN1"
0,"OSTN"
7,"PHC3"
93,"PIK3CA"
5,"PLD1"
7,"PRKCI"
0,"PYDC2"
1,"RPL22L1"
0,"SAMD7"
0,"SEC62"
1,"SKIL"
2,"SLC2A2"
0,"SLC7A14"
0,"SPATA16"
0,"TMEM207"
0,"TMEM212"
0,"TNFSF10"
1,"TNIK"
0,"UTS2B"
1,"ZMAT3"
0,"ZNF639"
0,"FOCAD"
15,"MLLT3"
0,"C12orf42"
0,"ZNF582"
0,"ZNF583"
0,"ZNF667"
0,"ZSCAN5A"
1,"FOXF1"
0,"ASIC2"
0,"CCT6B"
1,"COIL"
0,"FNDC8"
2,"LIG3"
0,"NLE1"
1,"RAD51D"
1,"RFFL"
0,"SLC35G3"
0,"SLFN5"
2,"TRIM25"
1,"UNC45B"
1,"ZNF830"
0,"CCDC102B"
4,"CDH19"
4,"DCC"
0,"DSEL"
0,"EPB41L3"
0,"NDUFV2"
0,"TMX3"
0,"CT45A5"
0,"CT45A6"
5,"FHL1"
0,"GPR101"
1,"MAGEC2"
0,"MAP7D3"
0,"MMGT1"
0,"SAGE1"
0,"SLC9A6"
0,"SPANXN4"
2,"ZIC3"
0,"AUTS2"
0,"ANAPC16"
0,"ASCC1"
0,"C10orf105"
2,"CDH23"
1,"CHST3"
6,"DDIT4"
0,"MCU"
0,"MICU1"
1,"PSAP"
0,"SLC29A3"
0,"SPOCK2"
2,"UNC5B"
0,"HSF5"
4,"MPO"
1,"MTMR4"
3,"RAD51C"
4,"RNF43"
4,"SUPT4H1"
0,"TEX14"
0,"ZNF254"
0,"ATP8A1"
0,"BEND4"
0,"GRXCR1"
0,"SHISA3"
0,"SLC30A9"
0,"ARMC3"
22,"BMI1"
1,"CAMK1D"
0,"CCDC3"
0,"CELF2"
0,"COMMD3"
18,"COMMD3-BMI1"
0,"EBLN1"
0,"ECHDC3"
36,"GATA3"
3,"KLF6"
0,"MSRB2"
6,"PIP4K2A"
12,"PRKCQ"
0,"PROSER2"
0,"SFMBT2"
0,"SPAG6"
2,"UPF2"
0,"USP6NL"
1,"FOXA3"
5,"TAF3"
0,"ZNF280D"
0,"FAM8A1"
0,"KIF13A"
6,"NUP153"
4,"ARID2"
1,"KANSL2"
3,"CHRM1"
1,"MARK2"
0,"NAA40"
0,"PGA3"
0,"PGA4"
0,"PGA5"
0,"SLC22A10"
0,"SLC22A24"
0,"SLC22A25"
0,"SLC22A6"
0,"SLC22A8"
0,"SLC3A2"
0,"VWCE"
0,"CLDN23"
1,"DEFB103A"
0,"DEFB104A"
0,"DEFB105A"
0,"DEFB106A"
0,"DEFB107A"
0,"DEFB4A"
0,"MFHAS1"
0,"SPAG11A"
0,"ZNF705B"
0,"C2orf49"
5,"FHL2"
0,"GPR45"
1,"MRPS9"
11,"NCK2"
1,"POU3F3"
0,"TGFBRAP1"
0,"UXS1"
0,"AFMID"
2,"AKAP1"
0,"ARSG"
14,"BIRC5"
0,"C17orf99"
1,"CACNG4"
1,"GOSR2"
4,"MSI2"
0,"PGS1"
25,"SOCS3"
0,"SYNGR2"
1,"TK1"
0,"TMEM235"
1,"WIPI1"
0,"LGSN"
0,"PTP4A1"
0,"CKM"
0,"DMPK"
0,"DMWD"
0,"EML2"
2,"ERCC1"
3,"ERCC2"
0,"EXOC3L2"
0,"FBXO46"
10,"FOSB"
3,"GIPR"
0,"GPR4"
1,"KLC3"
0,"MARK4"
0,"OPA3"
0,"PPM1N"
2,"PPP1R13L"
0,"QPCTL"
1,"RSPH6A"
0,"RTN2"
0,"SIX5"
6,"SNRPD2"
2,"SYMPK"
9,"VASP"
0,"DBNDD2"
1,"EPPIN"
0,"EPPIN-WFDC6"
0,"KCNS1"
0,"MATN4"
2,"PI3"
0,"PIGT"
6,"RBPJL"
6,"SDC4"
0,"SEMG1"
0,"SEMG2"
0,"SLPI"
0,"SPINT3"
0,"SYS1"
0,"TP53TG5"
0,"WFDC10A"
0,"WFDC11"
0,"WFDC12"
0,"WFDC2"
0,"WFDC5"
0,"WFDC6"
0,"WFDC8"
0,"WFDC9"
0,"ENO4"
3,"ABCA1"
0,"FKBP15"
0,"FSD1L"
0,"INIP"
0,"KIAA1958"
0,"NIPSNAP3A"
0,"NIPSNAP3B"
0,"OR13C2"
0,"OR13C3"
0,"OR13C4"
0,"OR13C5"
0,"OR13C8"
0,"OR13C9"
0,"OR13D1"
0,"OR13F1"
0,"SLC31A1"
0,"SLC31A2"
0,"SLC44A1"
0,"SLC46A2"
3,"SMC2"
0,"ZFP37"
0,"AGAP5"
0,"AP3M1"
0,"C10orf55"
2,"CAMK2G"
0,"CHCHD1"
0,"COMTD1"
0,"FUT11"
0,"MYOZ1"
0,"NDST2"
2,"PLAU"
0,"SEC24C"
0,"SYNPO2L"
14,"VCL"
2,"VDAC2"
0,"ZSWIM8"
0,"ANKS4B"
1,"ARL6IP1"
1,"CDR2"
0,"CHP2"
0,"COG7"
0,"CRYM"
0,"DCTN5"
1,"EARS2"
1,"ERN2"
1,"GGA2"
0,"HS3ST2"
0,"IGSF6"
0,"METTL9"
0,"NDUFAB1"
0,"NOMO2"
0,"NPIPB3"
0,"NPIPB5"
0,"OTOA"
3,"PALB2"
0,"PDZD9"
20,"PLK1"
0,"POLR3E"
0,"RBFOX1"
2,"RPS15A"
1,"SCNN1B"
1,"SCNN1G"
4,"SMG1"
0,"TMEM114"
0,"UBFD1"
0,"UQCRC2"
0,"USP31"
0,"VWA3A"
0,"ZP2"
0,"MGAT4A"
0,"C21orf62"
0,"CRYZL1"
0,"DNAJC28"
0,"DONSON"
0,"EVA1C"
0,"HUNK"
8,"IFNAR1"
5,"IFNAR2"
3,"IFNGR2"
8,"IL10RB"
8,"ITSN1"
1,"MIS18A"
1,"MRAP"
1,"MRPS6"
3,"OLIG1"
4,"OLIG2"
0,"PAXBP1"
62,"RUNX1"
0,"SLC5A3"
2,"SON"
6,"SYNJ1"
0,"TCP10L"
0,"TMEM50B"
0,"URB1"
0,"NBPF15"
0,"ABHD3"
0,"ANKRD29"
61,"BCL2"
0,"CABYR"
0,"CTAGE1"
1,"ESCO1"
0,"HMSD"
0,"HRH4"
0,"IMPACT"
0,"KCTD1"
0,"KDSR"
0,"LAMA3"
0,"NPC1"
0,"ONECUT2"
1,"PSMA8"
3,"RBBP8"
0,"RIOK3"
10,"ROCK1"
0,"SERPINB10"
0,"SERPINB12"
1,"SERPINB13"
1,"SERPINB2"
0,"SERPINB3"
0,"SERPINB4"
2,"SERPINB5"
0,"SERPINB7"
0,"SERPINB8"
5,"SNRPD1"
5,"SS18"
4,"TAF4B"
0,"TTC39C"
0,"VPS4B"
1,"ZNF521"
1,"ADD1"
0,"FAM193A"
2,"GRK4"
0,"MFSD10"
1,"NOP14"
16,"RBPJ"
3,"RNF4"
8,"SH3BP2"
3,"TNIP2"
1,"ADORA1"
5,"ASPM"
6,"ATF6"
1,"ATP2B4"
1,"BTG2"
0,"C1orf112"
0,"C1orf21"
0,"CHI3L1"
0,"CHIT1"
1,"EDEM3"
0,"F5"
2,"FMOD"
0,"HMCN1"
1,"IVNS1ABP"
0,"LAX1"
2,"LGR6"
0,"METTL18"
0,"MYBPH"
9,"MYOG"
0,"OPTC"
0,"PPFIA4"
0,"PPP1R12B"
0,"PRELP"
14,"RNF2"
0,"SELE"
8,"SELL"
0,"SELP"
7,"SNRPE"
0,"SOX13"
0,"SWT1"
0,"SYT2"
0,"TMEM183A"
0,"TRMT1L"
1,"UBE2T"
1,"ZBED6"
0,"ZBTB41"
0,"ZC3H11A"
2,"ADCY10"
15,"CD247"
0,"CREG1"
4,"DCAF6"
1,"DDR2"
3,"DUSP12"
9,"FCGR2A"
8,"FCGR2B"
19,"FCGR3A"
14,"FCGR3B"
5,"FCRLA"
0,"FCRLB"
0,"GPA33"
2,"HSD17B7"
1,"HSPA6"
0,"ILDR2"
1,"MAEL"
0,"MPC2"
1,"MPZL1"
0,"POGK"
7,"POU2F1"
0,"RCSD1"
2,"RGS4"
1,"RGS5"
3,"TADA1"
0,"UAP1"
0,"ANXA7"
2,"DNAJC9"
0,"ECD"
1,"MRPS16"
0,"MSS51"
0,"NUDT13"
0,"OIT3"
2,"P4HA1"
0,"PLA2G12B"
5,"PPP3CB"
0,"USP54"
0,"MYO16"
0,"ADAP2"
2,"ATAD5"
0,"BLMH"
0,"CPD"
0,"CRLF3"
0,"EVI2A"
0,"EVI2B"
0,"GOSR1"
21,"NF1"
1,"OMG"
0,"RAB11FIP4"
1,"RNF135"
0,"SLC6A4"
0,"TEFM"
0,"TMIGD1"
0,"WSB1"
3,"AP2S1"
0,"APOC4"
0,"APOC4-APOC2"
8,"ARHGAP35"
5,"ARHGEF1"
0,"ATP13A1"
6,"ATP1A3"
13,"AXL"
0,"B3GNT8"
0,"B9D2"
7,"BBC3"
0,"BCKDHA"
0,"BSPH1"
0,"CABP5"
22,"CALM3"
0,"CARD8"
1,"CCDC8"
0,"CCDC9"
1,"CCDC97"
16,"CD79A"
1,"CEACAM1"
0,"CEACAM21"
0,"CEACAM3"
0,"CEACAM4"
3,"CEACAM5"
0,"CEACAM6"
0,"CEACAM7"
1,"CEACAM8"
0,"CIC"
0,"CLPTM1"
0,"CNFN"
3,"CRX"
0,"CXCL17"
0,"DACT3"
0,"DEDD2"
0,"DMRTC2"
0,"EHD2"
0,"ELSPBP1"
2,"ERF"
0,"EXOSC5"
0,"FKRP"
2,"GMIP"
5,"GNG8"
0,"GRIK5"
10,"GSK3A"
4,"HIF3A"
2,"HNRNPUL1"
0,"IGFL1"
0,"IGFL2"
0,"LIG1"
3,"LIPE"
3,"LPAR2"
0,"LYPD4"
1,"MEGF8"
1,"NPAS1"
0,"PAFAH1B3"
0,"PBX4"
6,"PLA2G4C"
1,"POU2F2"
3,"PPP5C"
2,"PRKD2"
0,"PRR19"
0,"PSG1"
0,"PSG3"
0,"PSG6"
0,"PSG8"
1,"PTGIR"
0,"RABAC1"
12,"RELB"
4,"RPS19"
1,"SAE1"
1,"SLC1A5"
1,"STRN4"
1,"SULT2A1"
38,"TGFB1"
0,"TMEM145"
0,"TMEM160"
0,"TMEM91"
0,"TPRX1"
0,"ZC3H4"
0,"ZNF101"
0,"ZNF114"
0,"ZNF14"
0,"ZNF253"
0,"ZNF506"
0,"ZNF526"
0,"ZNF574"
0,"ZNF628"
0,"ZNF682"
0,"ZNF90"
0,"ZNF93"
0,"CHD6"
0,"EMILIN3"
54,"PLCG1"
6,"TOP1"
0,"WFDC10B"
0,"ZHX3"
0,"KRTAP11-1"
0,"KRTAP19-8"
0,"SCAF4"
7,"SOD1"
19,"TIAM1"
0,"COMMD10"
15,"EFNA5"
0,"FBXL17"
1,"SEMA6A"
0,"ABT1"
0,"ACOT13"
2,"ALDH5A1"
0,"BTN1A1"
0,"BTN2A1"
0,"BTN2A2"
0,"BTN3A1"
0,"BTN3A2"
0,"BTN3A3"
0,"C6orf62"
0,"DCDC2"
0,"GMNN"
0,"GPLD1"
1,"HFE"
1,"HMGN4"
0,"KAAG1"
0,"KIAA0319"
0,"MRS2"
0,"NRSN1"
0,"SCGN"
0,"SLC17A1"
0,"SLC17A2"
0,"SLC17A3"
0,"SLC17A4"
1,"TDP2"
0,"TRIM38"
0,"ZNF322"
0,"GRHL3"
0,"NCMAP"
0,"NIPAL3"
0,"RCAN3"
0,"STPG1"
0,"ASB13"
21,"CALML3"
0,"DNAJC1"
1,"GDI2"
3,"PTF1A"
0,"DAGLA"
0,"FADS1"
0,"FADS2"
6,"FEN1"
0,"MS4A4A"
0,"MS4A6E"
1,"MYRF"
0,"SYT7"
0,"TMEM258"
0,"ACTR6"
0,"ANKS1B"
0,"ANO4"
0,"ARL1"
5,"ASCL1"
0,"CHPT1"
0,"DEPDC4"
1,"DRAM1"
0,"FAM71C"
0,"GAS2L3"
0,"GNPTAB"
0,"METTL25"
0,"MYBPC1"
5,"NR1H4"
3,"NUP37"
0,"PAH"
0,"PARPBP"
0,"PMCH"
0,"SCYL2"
0,"SLC17A8"
0,"SLC5A8"
0,"SPIC"
2,"SYCP3"
0,"TMTC2"
0,"UHRF1BP1L"
1,"UTP20"
0,"AP4E1"
1,"CEP152"
4,"COPS2"
0,"CTXN2"
0,"DTWD1"
1,"DUT"
2,"EID1"
0,"FAM227B"
2,"FBN1"
29,"FGF7"
2,"GABPB1"
0,"GALK2"
1,"HDC"
0,"MYEF2"
0,"SECISBP2L"
0,"SEMA6D"
29,"SHC4"
1,"SLC12A1"
0,"SLC24A5"
0,"SLC27A2"
0,"SPPL2A"
0,"TNFAIP8L3"
0,"TRPM7"
3,"USP8"
0,"WDR72"
0,"TP53TG3"
0,"TP53TG3B"
0,"TP53TG3C"
0,"TP53TG3D"
0,"ZNF267"
0,"ZNF720"
0,"APOC1"
5,"APOE"
0,"BLOC1S3"
0,"CCDC61"
2,"CLASRP"
0,"GEMIN7"
0,"IGFL3"
0,"IGFL4"
0,"IRF2BP1"
0,"MYPOP"
0,"NANOS2"
0,"NKPD1"
0,"NOVA2"
0,"PGLYRP1"
0,"TRAPPC6A"
0,"ZNF296"
0,"ZNF728"
0,"CCDC138"
0,"EDAR"
1,"IL18R1"
0,"IL18RAP"
2,"IL1R1"
0,"IL1R2"
4,"IL1RL1"
1,"IL1RL2"
1,"LIMS1"
0,"MAP4K4"
0,"MFSD9"
7,"RANBP2"
0,"RGPD4"
1,"SLC5A7"
0,"SLC9A2"
0,"SLC9A4"
0,"SOWAHC"
0,"SULT1C2"
0,"SULT1C3"
0,"SULT1C4"
0,"TMEM182"
0,"AADAC"
0,"AADACL2"
0,"CLRN1"
0,"EIF2A"
0,"GPR171"
0,"GPR87"
0,"IGSF10"
5,"MBNL1"
1,"MED12L"
2,"P2RY1"
2,"P2RY12"
0,"P2RY13"
0,"P2RY14"
1,"PFN2"
0,"RAP2B"
1,"SERP1"
2,"SIAH2"
0,"SUCNR1"
0,"TSC22D2"
1,"ARHGEF17"
0,"C2CD3"
0,"CD248"
0,"COA4"
0,"FAM168A"
2,"KDM2A"
0,"MRPL48"
2,"P2RY2"
0,"P2RY6"
0,"PAAF1"
0,"PLEKHB1"
0,"PPME1"
1,"RAB6A"
0,"RELT"
1,"RHOD"
0,"TMEM151A"
1,"UCP3"
0,"MYO3A"
0,"OR4N2"
0,"POTEG"
0,"POTEM"
11,"ZFPM1"
0,"ZNF469"
3,"ADRA2B"
0,"ANKRD36C"
0,"ARID5A"
0,"ASTL"
1,"CIAO1"
0,"COA5"
2,"DUSP2"
0,"FAHD2A"
0,"GPAT2"
0,"ITPRIPL1"
1,"KANSL3"
0,"KCNIP3"
0,"LMAN2L"
0,"MAL"
1,"MRPS5"
5,"NCAPH"
0,"PROM2"
3,"SNRNP200"
0,"STARD7"
0,"TEKT4"
1,"TMEM127"
0,"TRIM43"
0,"UNC50"
0,"ZNF2"
0,"ZNF514"
3,"PRIM2"
3,"ATP1A2"
6,"ATP1A4"
0,"C1orf226"
0,"CASQ1"
0,"CD1A"
1,"CD1B"
2,"CD1C"
2,"CD1D"
0,"CD1E"
0,"IGSF8"
0,"IGSF9"
0,"KCNJ10"
3,"KCNJ9"
0,"NOS1AP"
5,"NUF2"
0,"OLFML2B"
0,"OR10K1"
0,"OR10K2"
0,"OR10R2"
0,"OR10T2"
2,"PEA15"
0,"PIGM"
1,"SH2D1B"
0,"SLAMF9"
0,"UHMK1"
0,"ACMSD"
0,"AMER3"
5,"ARHGEF4"
0,"CCDC115"
0,"CCDC74A"
0,"CCDC74B"
5,"CCNT2"
0,"CFC1"
0,"CFC1B"
0,"FAM168B"
1,"GPR148"
0,"GPR39"
1,"IMP4"
1,"LCT"
0,"LYPD1"
0,"MAP3K19"
4,"MCM6"
0,"MGAT5"
0,"MZT2A"
0,"MZT2B"
0,"PLEKHB2"
0,"POTEE"
2,"POTEF"
0,"POTEI"
2,"PTPN18"
0,"R3HDM1"
0,"RAB3GAP1"
0,"RAB6C"
0,"SMPD4"
0,"TMEM163"
1,"TUBA3D"
1,"TUBA3E"
1,"UBXN4"
0,"ZRANB3"
0,"ANKRD28"
2,"ARPC4"
10,"ATG7"
1,"ATP2B2"
3,"BRK1"
3,"BRPF1"
0,"BTD"
0,"C3orf20"
0,"C3orf38"
2,"CAMK1"
0,"CAPN7"
0,"CCDC174"
0,"CGGBP1"
1,"CIDEC"
1,"CLASP2"
1,"CMTM6"
0,"CMTM7"
0,"CMTM8"
0,"CRELD1"
1,"CRTAP"
2,"DAZL"
0,"DPH3"
0,"EFHB"
0,"EMC3"
5,"FANCD2"
0,"FANCD2OS"
0,"FBXL2"
0,"FGD5"
1,"GADL1"
0,"GALNT15"
3,"GHRL"
1,"GLB1"
1,"GPD1L"
3,"HRH1"
1,"HTR1F"
0,"IL17RC"
0,"IL17RE"
1,"IRAK2"
0,"JAGN1"
34,"KAT2B"
1,"KCNH8"
0,"LRRC3B"
0,"MRPS25"
0,"NEK10"
0,"NGLY1"
2,"NR2C2"
0,"OGG1"
0,"OSBPL10"
0,"OXNAD1"
0,"OXSM"
0,"PLCL2"
0,"PRRT3"
2,"RAB5A"
1,"RARB"
1,"RBMS3"
0,"RFTN1"
0,"RPUSD3"
2,"SATB1"
5,"SEC13"
1,"SLC6A1"
0,"SLC6A11"
0,"SLC6A6"
0,"STT3B"
0,"SUSD5"
4,"TADA3"
0,"TAMM41"
1,"TATDN2"
0,"TBC1D5"
10,"TGFBR2"
0,"TMPPE"
2,"TOP2B"
0,"TTLL3"
0,"UBE2E2"
0,"UBP1"
2,"VGLL4"
6,"VHL"
0,"ZNF385D"
0,"ZNF654"
0,"ZNF860"
0,"C5orf22"
0,"C5orf51"
2,"C6"
2,"C7"
0,"CARD6"
3,"CDH10"
4,"CDH6"
7,"DROSHA"
1,"FBXO4"
0,"GOLPH3"
0,"HCN1"
0,"MTMR12"
0,"NPR3"
0,"OXCT1"
1,"PDZD2"
0,"PLCXD3"
4,"PRDM9"
10,"PRKAA1"
3,"RPL37"
0,"ZFR"
1,"BORA"
3,"DACH1"
0,"DIS3"
0,"KLF12"
8,"KLF5"
0,"KLHL1"
0,"MZT1"
1,"PIBF1"
1,"AKNAD1"
0,"FAM102B"
0,"FCGR1B"
0,"GPSM2"
0,"HENMT1"
0,"NBPF4"
0,"NBPF6"
0,"NTNG1"
5,"PRMT6"
0,"PRPF38B"
0,"SLC25A24"
0,"STXBP3"
24,"VAV3"
0,"GAB4"
5,"PRKG1"
0,"CHST9"
5,"IL15RA"
1,"NET1"
1,"TUBAL3"
2,"DLG2"
0,"ABHD12B"
0,"ACTR10"
0,"AP5M1"
7,"ARF6"
5,"ARID4A"
5,"ATG14"
0,"ATL1"
10,"BMP4"
0,"C14orf39"
0,"CDKL1"
9,"CDKN3"
0,"CGRRF1"
0,"CNIH1"
2,"DAAM1"
1,"DACT1"
0,"DHRS7"
5,"DLGAP5"
0,"DNAAF2"
2,"EXOC5"
0,"FBXO34"
0,"FRMD6"
0,"GCH1"
0,"GMFB"
12,"GNG2"
0,"GNPNAT1"
0,"GPR135"
0,"GPR137C"
0,"JKAMP"
0,"KIAA0586"
0,"KLHDC1"
0,"KLHDC2"
1,"KTN1"
2,"L2HGDH"
0,"L3HYPDH"
12,"LGALS3"
0,"LRR1"
1,"MAP4K5"
0,"MAPK1IP1L"
0,"MGAT2"
2,"MNAT1"
0,"NEMF"
1,"NID2"
2,"OTX2"
0,"PELI2"
1,"POLE2"
1,"PPM1A"
0,"PRKCH"
2,"PSMA3"
2,"PSMC6"
1,"PTGDR"
2,"PTGER2"
1,"PYGL"
2,"RPL36AL"
2,"RPS29"
0,"RTN1"
0,"SAMD4A"
2,"SAV1"
5,"SIX1"
1,"SIX4"
0,"SIX6"
0,"SLC38A6"
12,"SOCS4"
23,"SOS2"
0,"STYX"
5,"TBPL2"
0,"TIMM9"
0,"TMEM260"
0,"TMEM30B"
0,"TMX1"
0,"TOMM20L"
0,"TRIM9"
0,"TRMT5"
0,"TXNDC16"
0,"VCPKMT"
3,"WDHD1"
2,"AKAP10"
2,"ASPA"
0,"ATP2A3"
0,"CAMKK1"
0,"CTNS"
0,"EMC6"
6,"ITGAE"
0,"MIEF2"
0,"OR1E2"
0,"OR3A3"
0,"P2RX1"
0,"P2RX5"
0,"PRPSAP2"
1,"SHMT1"
0,"SHPK"
0,"SLC5A10"
0,"SMCR8"
0,"SPATA22"
2,"TAX1BP3"
4,"TOP3A"
2,"TRPV1"
0,"TRPV3"
0,"APOL1"
0,"APOL2"
0,"APOL3"
0,"APOL4"
0,"APOL5"
0,"APOL6"
7,"HMOX1"
0,"ISX"
0,"MB"
6,"MCM5"
0,"RASD2"
2,"RBFOX2"
0,"TOM1"
0,"ADO"
5,"ANK3"
1,"ARID5B"
0,"BICC1"
2,"CCDC6"
35,"CDK1"
8,"EGR2"
0,"FAM13C"
2,"JMJD1C"
0,"NRBF2"
0,"PHYHIPL"
0,"REEP3"
0,"RHOBTB1"
0,"RTKN2"
0,"SLC16A9"
1,"TMEM26"
0,"ZNF365"
0,"ADAT2"
0,"AIG1"
0,"NMBR"
0,"VTA1"
2,"BBS1"
0,"C11orf80"
0,"CCDC87"
0,"CCS"
0,"CNIH2"
1,"CTSF"
1,"KLC2"
0,"LRFN4"
1,"PACS1"
0,"RAB1B"
7,"RBM14"
1,"RBM14-RBM4"
4,"RBM4"
0,"RBM4B"
3,"RCE1"
1,"SPTBN2"
0,"SYT12"
1,"YIF1A"
0,"ZDHHC24"
0,"AP1M2"
0,"ATG4D"
0,"C19orf38"
16,"CARM1"
14,"CDC37"
6,"CDKN2D"
3,"DNM2"
7,"ILF3"
10,"KEAP1"
0,"KRI1"
1,"PDE4A"
2,"QTRT1"
2,"S1PR5"
0,"SLC44A2"
0,"TMED1"
0,"ATP13A4"
0,"OPA1"
0,"ZNF487"
0,"OR5M1"
0,"OR5M10"
0,"OR5M11"
0,"OR5M3"
0,"OR5M8"
0,"OR5M9"
0,"OR8J1"
0,"OR8U1"
0,"CD2BP2"
1,"DCTPP1"
7,"ITGAL"
0,"MYLPF"
0,"PHKG2"
0,"PRR14"
0,"SEPHS2"
2,"SRCAP"
1,"TBC1D10B"
0,"ZNF48"
0,"ZNF688"
0,"ZNF689"
0,"ZNF747"
0,"ZNF764"
0,"ZNF768"
0,"ZNF771"
0,"ZNF785"
0,"APOH"
31,"PRKCA"
7,"CD36"
21,"GNAI1"
1,"GNAT3"
1,"SEMA3C"
9,"IFNA10"
9,"IFNA14"
9,"IFNA16"
10,"IFNA17"
9,"IFNA21"
10,"IFNA4"
9,"IFNA5"
9,"IFNA7"
1,"BMS1"
0,"CSGALNACT2"
0,"RASGEF1A"
20,"RET"
0,"ZNF33B"
0,"CORO1C"
0,"FICD"
2,"HSPB8"
0,"ISCU"
9,"NOS1"
1,"SART3"
0,"SELPLG"
0,"SRRM4"
0,"SSH1"
1,"TMEM119"
0,"ANKFN1"
4,"BPTF"
0,"CA10"
1,"CACNG1"
0,"CACNG5"
1,"HELZ"
1,"KCNJ16"
1,"KCNJ2"
0,"OR4D1"
0,"OR4D2"
0,"ATL3"
0,"LGALS12"
0,"RTN3"
0,"SLC22A9"
0,"CEP112"
0,"AK5"
0,"USP33"
5,"ZZZ3"
0,"AKR1C4"
0,"ANKRD16"
22,"CALML5"
0,"CDC123"
2,"DHTKD1"
0,"FAM107B"
0,"FRMD4A"
17,"IL2RA"
0,"ITIH2"
0,"ITIH5"
2,"KIN"
6,"MCM10"
0,"NUDT5"
2,"OPTN"
2,"PFKFB3"
1,"PFKP"
0,"PITRM1"
4,"RBM17"
1,"SEC61A2"
0,"UCN3"
16,"KL"
3,"RFC3"
1,"RXFP2"
2,"STARD13"
0,"CASQ2"
1,"VANGL1"
0,"FDX1"
1,"RDX"
0,"ZC3H12C"
2,"CENPW"
0,"HDDC2"
5,"HEY2"
0,"RNF217"
3,"RSPO3"
0,"TPD52L1"
2,"ISL1"
0,"DGAT2L6"
0,"EDA"
2,"IGBP1"
0,"OTUD6A"
9,"KMT2E"
0,"LHFPL3"
0,"PUS7"
3,"SRPK2"
0,"C1orf141"
3,"DEPDC1"
1,"DIRAS3"
9,"GADD45A"
12,"GNG12"
8,"IL12RB2"
8,"IL23R"
3,"MIER1"
1,"RPE65"
3,"SERBP1"
0,"SLC35D1"
0,"WLS"
0,"ATP10D"
0,"CNGA1"
0,"COMMD8"
0,"CORIN"
0,"COX7B2"
0,"GABRA4"
1,"GABRB1"
0,"NFXL1"
0,"NIPAL1"
0,"SLAIN2"
0,"SLC10A4"
7,"TEC"
7,"TXK"
1,"LRRFIP2"
7,"MLH1"
0,"CNTN5"
1,"DCUN1D5"
0,"DYNC2H1"
5,"MMP1"
1,"MMP10"
3,"MMP13"
0,"MMP20"
0,"MMP27"
4,"MMP3"
0,"MMP8"
25,"PGR"
3,"AKAP13"
0,"KLHL25"
0,"AASS"
1,"FAM3C"
7,"ING3"
0,"KCND2"
1,"PTPRZ1"
0,"TSPAN12"
3,"WNT16"
16,"KSR1"
0,"HSF2"
0,"PKIB"
0,"SERINC1"
0,"TMEM200A"
0,"AMDHD1"
0,"CCDC38"
0,"FGD6"
0,"HAL"
0,"METAP2"
0,"NR2C1"
0,"NTN4"
6,"SNRPF"
1,"USP44"
1,"VEZT"
4,"CCNC"
0,"MCHR2"
0,"PRDM13"
0,"USP45"
0,"ASB1"
0,"ESPNL"
0,"HES6"
1,"ILKAP"
4,"PER2"
0,"SCLY"
0,"TRAF3IP1"
1,"BCLAF1"
12,"IFNGR1"
4,"IL20RA"
13,"MAP3K5"
0,"MTFR2"
0,"PEX7"
0,"SLC35D3"
0,"ABCF3"
0,"ALG3"
4,"AP2M1"
0,"CAMK2N2"
0,"CLCN2"
7,"EIF4G1"
0,"FAM131A"
3,"POLR2H"
3,"PSMD2"
0,"VWA5B2"
0,"ALPK3"
1,"ARIH1"
0,"ARRDC4"
0,"BBS4"
0,"CCDC33"
4,"CD276"
0,"CELF6"
1,"CYP11A1"
0,"FAH"
0,"GOLGA6A"
0,"GOLGA6B"
1,"HCN4"
0,"HEXA"
0,"HIGD2B"
0,"ISLR"
0,"ISLR2"
1,"LOXL1"
2,"NEO1"
0,"NMB"
1,"NPTN"
0,"PDE8A"
21,"PML"
0,"SEC11A"
0,"SLC28A1"
0,"SPATA8"
0,"STOML1"
1,"STRA6"
0,"TBC1D21"
0,"TMEM202"
1,"WDR73"
0,"ZFAND6"
3,"ZNF592"
0,"ZSCAN2"
8,"AXIN2"
0,"STX18"
1,"NOVA1"
1,"CIZ1"
0,"COQ4"
3,"DNM1"
0,"GOLGA2"
3,"LCN2"
0,"NAIF1"
0,"PTGES2"
0,"SLC25A25"
0,"SLC27A4"
0,"SWI5"
0,"TRUB2"
0,"URM1"
3,"CITED1"
12,"CXCR3"
1,"ERCC6L"
10,"HDAC8"
2,"ITGB1BP2"
0,"MAGEE2"
0,"NHSL2"
7,"NONO"
14,"OGT"
0,"PIN4"
2,"RPS4X"
4,"ZMYM3"
0,"ALDH1A2"
10,"CBX1"
