"","dataset","sample.id.tumor","sample.id.normal","chrom","seg","num.mark","nhet","cnlr.median","mafR","segclust","cnlr.median.clust","mafR.clust","start","end","cf.em","tcn.em","lcn.em","svtype","svlen","copy.number.simple","copy.number.category","length","gene_name","Is.TF.","DBD","Group_kinase","Family_kinase","median.CRISPR","mean.CRISPR","sd.CRISPR","min.CRISPR","Tier.COSMIC","Hallmark.COSMIC","Role.in.Cancer.COSMIC","Mutation.Types.COSMIC","Translocation.Partner.COSMIC","Is.Oncogene.oncoKB","Is.Tumor.Suppressor.Gene.oncoKB","OncoKB.Annotated.oncoKB","pubmed_invasion","pubmed_cancer","pubmed_growth","pubmed_migration","pubmed_prolifiration","PPI_count"
"2868","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF587B","Yes","C2H2 ZF","No_data","No_data",0.225,0.22,0.119,-0.164,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,0,0,1,0
"2869","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF814","Yes","C2H2 ZF","No_data","No_data",0.177,0.172,0.126,-0.617,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"2870","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF587","Yes","C2H2 ZF","No_data","No_data",-0.228,-0.234,0.123,-0.68,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,1,0
"2871","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"CTD-2583A14.9","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2872","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF417","Yes","C2H2 ZF","No_data","No_data",-0.227,-0.235,0.132,-0.786,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0
"2873","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF418","Yes","C2H2 ZF","No_data","No_data",0.019,0.018,0.112,-0.41,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,5,0,0,2,0
"2874","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF256","Yes","C2H2 ZF","No_data","No_data",0.105,0.098,0.116,-0.419,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2875","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"C19orf18","No_data","No_data","No_data","No_data",-0.031,-0.031,0.104,-0.682,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2876","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF606","Yes","C2H2 ZF","No_data","No_data",-0.02,-0.016,0.119,-0.591,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"2877","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"CTD-2368P22.1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2878","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZSCAN1","Yes","C2H2 ZF","No_data","No_data",0.043,0.039,0.102,-0.457,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,0,0,0,0
"2879","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF135","Yes","C2H2 ZF","No_data","No_data",-0.019,-0.019,0.093,-0.342,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,0,0,0,0
"2880","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZSCAN18","Yes","C2H2 ZF","No_data","No_data",-0.119,-0.124,0.102,-0.79,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,0,0,0,0
"2881","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF329","Yes","C2H2 ZF","No_data","No_data",-0.042,-0.045,0.126,-0.604,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2882","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF274","Yes","C2H2 ZF","No_data","No_data",-0.204,-0.237,0.2,-0.739,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,1
"2883","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF544","Yes","C2H2 ZF","No_data","No_data",0.007,0.01,0.104,-0.546,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2884","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"CTD-3138B18.4","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2885","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF8","Yes","C2H2 ZF","No_data","No_data",0.065,0.059,0.141,-0.698,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,1,0
"2886","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"AC010642.1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2887","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZSCAN22","Yes","C2H2 ZF","No_data","No_data",0.131,0.126,0.106,-0.272,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2888","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"A1BG","No_data","No_data","No_data","No_data",-0.036,-0.038,0.104,-0.562,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,16,1,1,3,2
"2889","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF497","Yes","C2H2 ZF","No_data","No_data",0.02,0.017,0.111,-0.49,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2890","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF837","Yes","C2H2 ZF","No_data","No_data",0.053,0.048,0.141,-0.53,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2891","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"RPS5","No_data","No_data","No_data","No_data",-1.727,-1.738,0.301,-3.233,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,7,4,0,3,3
"2892","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"AC012313.1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2893","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF584","Yes","C2H2 ZF","No_data","No_data",0.013,0.014,0.105,-0.519,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"2894","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF132","Yes","C2H2 ZF","No_data","No_data",-0.106,-0.109,0.122,-0.573,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,10,1,2,1,0
"2895","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF324B","Yes","C2H2 ZF","No_data","No_data",-0.018,-0.022,0.118,-0.521,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2896","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF324","Yes","C2H2 ZF","No_data","No_data",-0.021,-0.022,0.107,-0.472,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2897","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"ZNF446","Yes","C2H2 ZF","No_data","No_data",0.031,0.025,0.116,-0.617,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"2898","METAPRISM","MP-0092-D01","MP-0092-D10","19",111,751,82,2.668,7.327,45,2.668,7.327,57832258,59023422,0.908,16,1,"DUP",1191165,"Amplification","HL_gain",1191164,"SLC27A5","No_data","No_data","No_data","No_data",-0.052,-0.059,0.136,-0.633,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,8,0,1,1,0
"2899","MET500","SRR4307098","SRR4307097","14",56,59,2,1.46060909154133,2.47251963626508,32,1.45854710113063,NA,57857734,58606184,0.225927561841046,20,NA,NA,NA,NA,NA,748450,"NAA30","No_data","No_data","No_data","No_data",-0.418,-0.416,0.189,-1.296,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,2,0
"2900","MET500","SRR4307098","SRR4307097","14",56,59,2,1.46060909154133,2.47251963626508,32,1.45854710113063,NA,57857734,58606184,0.225927561841046,20,NA,NA,NA,NA,NA,748450,"C14orf105","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0
"2901","MET500","SRR4307098","SRR4307097","14",56,59,2,1.46060909154133,2.47251963626508,32,1.45854710113063,NA,57857734,58606184,0.225927561841046,20,NA,NA,NA,NA,NA,748450,"SLC35F4","No_data","No_data","No_data","No_data",-0.24,-0.306,0.271,-0.946,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,1,0
"2902","MET500","SRR4307098","SRR4307097","14",56,59,2,1.46060909154133,2.47251963626508,32,1.45854710113063,NA,57857734,58606184,0.225927561841046,20,NA,NA,NA,NA,NA,748450,"C14orf37","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2903","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"ARHGAP9","No_data","No_data","No_data","No_data",-0.225,-0.238,0.148,-1.86,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,17,1,4,6,2
"2904","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"MARS","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,182,16,2,11,0
"2905","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"DDIT3","Yes","bZIP","No_data","No_data",-0.121,-0.123,0.141,-1.246,"1","Yes","oncogene, fusion","T","FUS, EWSR1","No_data","No_data","No_data",1,146,22,9,46,6
"2906","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"MBD6","Yes","MBD","No_data","No_data",-0.067,-0.074,0.153,-1.409,"No_data","No_data","No_data","No_data","No_data","No","Yes","Yes",0,2,0,0,1,0
"2907","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"DCTN2","No_data","No_data","No_data","No_data",-0.873,-0.877,0.215,-2.115,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,9,0,0,1,1
"2908","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"KIF5A","No_data","No_data","No_data","No_data",-0.13,-0.133,0.135,-1.984,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,9,1,0,2,1
"2909","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"PIP4K2C","No_data","No_data","No_data","No_data",-0.056,-0.064,0.132,-1.834,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,5,0,0,2,7
"2910","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"DTX3","No_data","No_data","No_data","No_data",-0.129,-0.131,0.114,-1.254,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,9,2,1,3,2
"2911","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"ARHGEF25","No_data","No_data","No_data","No_data",-0.133,-0.138,0.142,-1.022,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,4
"2912","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"SLC26A10","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2913","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"B4GALNT1","No_data","No_data","No_data","No_data",-0.097,-0.102,0.134,-1.391,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,17,2,1,4,0
"2914","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"OS9","No_data","No_data","No_data","No_data",-0.308,-0.313,0.135,-1.308,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,3,3,0,0,2
"2915","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"AGAP2","No_data","No_data","No_data","No_data",-0.257,-0.269,0.159,-1.469,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,49,7,6,25,0
"2916","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"AGAP2-AS1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,49,7,3,28,0
"2917","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"TSPAN31","No_data","No_data","No_data","No_data",-0.237,-0.26,0.175,-1.935,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,8,0,1,4,0
"2918","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"CDK4","No_data","No_data","CMGC","CDK",-0.613,-0.767,0.516,-3.732,"1","Yes","oncogene","Mis","","Yes","No","Yes",65,4475,808,220,1933,26
"2919","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"MARCH9","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,2,0
"2920","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"CYP27B1","No_data","No_data","No_data","No_data",-0.264,-0.273,0.184,-1.606,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,213,13,1,39,4
"2921","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"METTL1","No_data","No_data","No_data","No_data",-0.487,-0.548,0.364,-2.121,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,28,1,2,8,0
"2922","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"METTL21B","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,1,0
"2923","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"RP11-571M6.15","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2924","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"TSFM","No_data","No_data","No_data","No_data",-0.361,-0.362,0.163,-1.438,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,1,1
"2925","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"AVIL","No_data","No_data","No_data","No_data",-0.141,-0.146,0.142,-1.266,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,0,0,1,0
"2926","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"CTDSP2","No_data","No_data","No_data","No_data",-0.134,-0.149,0.146,-1.317,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,2,0,2,1
"2927","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"XRCC6BP1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,1,0
"2928","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"RP11-362K2.2","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2929","METAPRISM","MP-0988-D01","MP-0988-D10","12",93,463,27,2.926,6.014,73,2.926,6.014,57882064,59284594,0.83,27,2,"DUP",1402531,"Amplification","HL_gain",1402530,"LRIG3","No_data","No_data","No_data","No_data",-0.048,-0.042,0.108,-0.581,"1","","TSG, fusion","T","ROS1","No_data","No_data","No_data",2,21,2,4,9,2
"2930","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"OS9","No_data","No_data","No_data","No_data",-0.308,-0.313,0.135,-1.308,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,3,3,0,0,2
"2931","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"AGAP2","No_data","No_data","No_data","No_data",-0.257,-0.269,0.159,-1.469,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,49,7,6,25,0
"2932","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"AGAP2-AS1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,49,7,3,28,0
"2933","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"TSPAN31","No_data","No_data","No_data","No_data",-0.237,-0.26,0.175,-1.935,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,8,0,1,4,0
"2934","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"CDK4","No_data","No_data","CMGC","CDK",-0.613,-0.767,0.516,-3.732,"1","Yes","oncogene","Mis","","Yes","No","Yes",65,4475,808,220,1933,26
"2935","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"MARCH9","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,2,0
"2936","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"CYP27B1","No_data","No_data","No_data","No_data",-0.264,-0.273,0.184,-1.606,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,213,13,1,39,4
"2937","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"METTL1","No_data","No_data","No_data","No_data",-0.487,-0.548,0.364,-2.121,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,28,1,2,8,0
"2938","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"METTL21B","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,1,0
"2939","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"RP11-571M6.15","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"2940","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"TSFM","No_data","No_data","No_data","No_data",-0.361,-0.362,0.163,-1.438,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,1,1
"2941","METAPRISM","MP-0940-D01","MP-0940-D10","12",61,249,14,3.391,15.75,61,3.391,NA,58068572,59313997,0.878,31,NA,"DUP",1245426,"Amplification","HL_gain",1245425,"AVIL","No_data","No_data","No_data","No_data",-0.141,-0.146,0.142,-1.266,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,0,0,1,0
